job_domain,group,count,total_slots,share,target_share,diff_from_target
tech,south_asian|female,10,168,0.05952380952380952,0.08333333333333333,-0.023809523809523808
tech,western_european|female,10,168,0.05952380952380952,0.08333333333333333,-0.023809523809523808
tech,arabic_middle_eastern|female,9,168,0.05357142857142857,0.08333333333333333,-0.02976190476190476
tech,east_southeast_asian|female,9,168,0.05357142857142857,0.08333333333333333,-0.02976190476190476
tech,hispanic_latin_american|male,7,168,0.041666666666666664,0.08333333333333333,-0.041666666666666664
tech,hispanic_latin_american|female,2,168,0.011904761904761904,0.08333333333333333,-0.07142857142857142
trades,east_southeast_asian|male,29,168,0.17261904761904762,0.08333333333333333,0.08928571428571429
trades,east_southeast_asian|female,27,168,0.16071428571428573,0.08333333333333333,0.0773809523809524
trades,african|female,26,168,0.15476190476190477,0.08333333333333333,0.07142857142857144
trades,african|male,18,168,0.10714285714285714,0.08333333333333333,0.023809523809523808
trades,south_asian|male,14,168,0.08333333333333333,0.08333333333333333,0.0
trades,arabic_middle_eastern|female,13,168,0.07738095238095238,0.08333333333333333,-0.005952380952380945
trades,hispanic_latin_american|female,13,168,0.07738095238095238,0.08333333333333333,-0.005952380952380945
trades,south_asian|female,12,168,0.07142857142857142,0.08333333333333333,-0.011904761904761904
trades,hispanic_latin_american|male,7,168,0.041666666666666664,0.08333333333333333,-0.041666666666666664
trades,arabic_middle_eastern|male,4,168,0.023809523809523808,0.08333333333333333,-0.05952380952380952
trades,western_european|male,3,168,0.017857142857142856,0.08333333333333333,-0.06547619047619047
trades,western_european|female,2,168,0.011904761904761904,0.08333333333333333,-0.07142857142857142
